Tên công việc,Địa điểm,Ngày cập nhật,Ngành nghề,Hình thức,Lương,Kinh nghiệm,Cấp bậc,Hết hạn nộp,Tên công ty,Địa chỉ công ty,Người liên hệ,Qui mô công ty,Loại hình hoạt động
TRƯỞNG BƯU CỤC - ĐỨC HUỆ,['Long An'],21/11/2024,"Vận chuyển / Giao nhận / Kho vận , Xuất nhập khẩu",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH BEST LOGISTICS TECHNOLOGY (VIỆT NAM),"Tòa nhà UOA , 06 Tân Trào, Tân Phú, Quận 7, Thành phố Hồ Chí Minh",BP Tuyển dụng,4000,Công ty đa quốc gia
Hiệu Phó Mầm Non CÓ PHỤ CẤP NHÀ Ở (Long Thành - Đồng Nai),['Đồng Nai'],21/11/2024,"Giáo dục / Đào tạo , Tư vấn",Nhân viên chính thức,13 Tr - 15 Tr VND,Trên 2 Năm,Trưởng nhóm / Giám sát,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Giáo Viên Tiếng Anh IELTS 200.000 VNĐ/giờ [Xuân Lộc - Long Khánh],['Đồng Nai'],21/11/2024,"Tư vấn , Giáo dục / Đào tạo , Biên phiên dịch",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Trưởng Phòng Sales Online,['Hà Nội'],21/11/2024,"Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,25 Tr - 35 Tr VND,Trên 3 Năm,Quản lý,20/12/2024,HỆ THỐNG KÍNH MẮT ANNA,"Tòa Viwaseen, Số 48 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",Ms Hà Phương,100-499,Cổ phần
Trợ Giảng Tiếng Anh [TT. Trảng Bom - Đồng Nai],['Đồng Nai'],21/11/2024,"Giáo dục / Đào tạo , Biên phiên dịch",Nhân viên chính thức,"6 Tr - 7,5 Tr VND",1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Nhân Viên Tư Vấn [Trảng Bom - Đồng Nai],['Đồng Nai'],21/11/2024,"Tư vấn , Dịch vụ khách hàng , Giáo dục / Đào tạo",Nhân viên chính thức,6 Tr - 7 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Trưởng nhóm tuyển sinh /Kinh doanh [TT. Trảng Bom - Đồng Nai],['Đồng Nai'],21/11/2024,"Giáo dục / Đào tạo , Biên phiên dịch , Tư vấn",Nhân viên chính thức,"7,5 Tr - 10 Tr VND",1 - 2 Năm,Trưởng nhóm / Giám sát,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Giáo Viên Tiếng Anh [TT. Trảng Bom - Đồng Nai],['Đồng Nai'],21/11/2024,"Tư vấn , Giáo dục / Đào tạo , Biên phiên dịch",Nhân viên chính thức,8 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Giáo Viên Tiếng Anh [Long Khánh - Đồng Nai],['Đồng Nai'],21/11/2024,"Tư vấn , Giáo dục / Đào tạo , Biên phiên dịch",Nhân viên chính thức,8 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
[Phenikaa Uni] Giảng Viên Tiếng Nhật Bản,['Hà Nội'],21/11/2024,"Giáo dục / Đào tạo , Biên phiên dịch",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,20/12/2024,TRƯỜNG ĐẠI HỌC PHENIKAA,"Phường Yên Nghĩa, Quận Hà Đông , Hà Nội",HR Dept,500-999,Cá nhân
[PHENIKAA UNI] Giảng Viên Cơ hữu ngành Truyền thông đa phương tiện,['Hà Nội'],21/11/2024,"Tiếp thị / Marketing , Quảng cáo / Đối ngoại / Truyền Thông , Truyền hình / Báo chí / Biên tập",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,20/12/2024,TRƯỜNG ĐẠI HỌC PHENIKAA,"Phường Yên Nghĩa, Quận Hà Đông , Hà Nội",HR Dept,500-999,Cá nhân
Nhân Viên Tư Vấn Tuyển Sinh Trường Mầm Non - Sales (Bến Cát - Bình Dương) - Đi làm Tháng 11/2024,['Bình Dương'],21/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Giáo dục / Đào tạo",Nhân viên chính thức,7 Tr - 9 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Bếp Chính Trường Mầm non (Bến Cát - Bình Dương) - Đi làm tháng 11/2024,['Bình Dương'],21/11/2024,Nhà hàng / Khách sạn,Nhân viên chính thức,9 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Hiệu Phó mầm non (Bến Cát - Bình Dương) - Đi làm tháng 11/2024,['Bình Dương'],21/11/2024,Giáo dục / Đào tạo,Nhân viên chính thức,12 Tr - 18 Tr VND,2 - 3 Năm,Trưởng nhóm / Giám sát,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Hiệu phó chuyên môn Tiểu học (Bến Cát - Bình Dương),['Bình Dương'],21/11/2024,"Quản lý điều hành , Giáo dục / Đào tạo",Nhân viên chính thức,15 Tr - 25 Tr VND,4 - 5 Năm,Quản lý,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Bếp Chính (Bến Cát - Bình Dương),['Bình Dương'],21/11/2024,Nhà hàng / Khách sạn,Nhân viên chính thức,9 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
Chuyên Viên Báo Cáo Chương Trình Bộ Giáo Dục (Long Khánh - Đồng Nai),['Đồng Nai'],21/11/2024,"Giáo dục / Đào tạo , Hành chính / Thư ký",Nhân viên chính thức,10 Tr - 14 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY CP LIÊN KẾT QUỐC TẾ INTERLINK (TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL & NGOẠI NGỮ QUỐC TẾ INS ENGLISH & CHINESE),"27, đường CMT8, Phường Xuân An, Thị Xã Long Khánh",Nhân sự,500-999,Cổ phần
[Hà Nội] CHUYÊN VIÊN ĐÀO TẠO,['Hà Nội'],21/11/2024,"Giáo dục / Đào tạo , Nhân sự",Nhân viên chính thức,Cạnh tranh,4 - 5 Năm,Nhân viên,20/12/2024,CÔNG TY CỔ PHẦN FECON,"Tầng 15, tòa nhà CEO, lô HH2-1, KĐT Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Q.Nam Từ Liêm",Phòng Nhân Sự,1.000-4.999,Cổ phần
Chuyên Viên Kinh Doanh Phần Mềm,['Hà Nội'],21/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , CNTT - Phần mềm",Nhân viên chính thức,8 Tr - 30 Tr VND,,Nhân viên,20/12/2024,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ OMMANI,"Số 1 Trần Nguyên Đán, KĐT mới Định Công, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",Bộ Phận Tuyển Dụng,100-499,Cổ phần
[C3] Tuyển dụng Nhân viên CSKH Dự án Viettel Kênh 198,['Hà Nội'],21/11/2024,"Thủy sản / Hải sản , Tiếp thị / Marketing",Nhân viên chính thức,"6,5 Tr - 9 Tr VND",,Nhân viên,20/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
[C3] Tuyển dụng Tổng đài viên CSKH Dự án Viettel Money,['Hà Nội'],21/11/2024,"Thủy sản / Hải sản , Tiếp thị / Marketing",Nhân viên chính thức,6 Tr - 8 Tr VND,,Nhân viên,20/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
Chuyên Viên Nghiên cứu và Phát triển sản phẩm (R&D) - Phụ trách mảng sấy phun,['Bến Tre'],21/11/2024,"Công nghệ thực phẩm / Dinh dưỡng , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,12 Tr - 20 Tr VND,1 - 3 Năm,Nhân viên,20/12/2024,CÔNG TY CP CHẾ BIẾN DỪA Á CHÂU,"Khu công nghiệp Giao Long, Châu Thành, Bến Tre",MRS.THƯƠNG,100-499,Cổ phần
NHÂN VIÊN EHS HIỆN TRƯỜNG,['Đồng Nai'],21/11/2024,"Môi trường , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH DAEYEONG VINA,"Lô 406, Đường số 13, KCN Amata, Biên Hòa, Đồng Nai",Công ty Daeyeong Vina,,100% vốn nước ngoài
Nhân viên Kế Toán Tổng Hợp,['Hà Nội'],21/11/2024,"Bán hàng / Kinh doanh , Kế toán / Kiểm toán , Ngành khác",Nhân viên chính thức,15 Tr - 20 Tr VND,2 - 3 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH TIẾN LỢI,"Km14, Khu CN Lai Xá, Kim Chung, Hoài Đức",Mr Tiến Lợi,25-99,Trách nhiệm hữu hạn
NHÂN VIÊN BẢO DƯỠNG,['Đồng Nai'],21/11/2024,"Cơ khí / Ô tô / Tự động hóa , Điện / Điện tử / Điện lạnh",Nhân viên chính thức,9 Tr - 13 Tr VND,Trên 1 Năm,Nhân viên,20/12/2024,CHI NHÁNH CÔNG TY CỔ PHẦN CÔNG NGHIỆP NHỰA PHÚ LÂM,"Lô 109, KCN Amata, Phường Long Bình, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",HR,,Cổ phần
Kế Toán Kho,['Hà Nội'],21/11/2024,"Kế toán / Kiểm toán , Thống kê , Tài chính / Đầu tư",Nhân viên chính thức,12 Tr - 16 Tr VND,2 - 5 Năm,Trưởng nhóm / Giám sát,20/12/2024,CÔNG TY TNHH DHARMA VIỆT NAM,"Số 2 Ngõ 15 Đường Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",HCNS,100-499,Trách nhiệm hữu hạn
Nhân Viên Kinh Doanh Tem Nhãn,['Bình Dương'],21/11/2024,"Bán hàng / Kinh doanh , In ấn / Xuất bản",Nhân viên chính thức,"7,1 Tr - 30 Tr VND",2 - 5 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH CÔNG NGHỆ MÃ VẠCH BÌNH DƯƠNG,"169/66 Nguyễn Hữu Cảnh, Phường Phú Thọ, Thành Phố Thủ Dầu Một, Tỉnh Bình Dương.",Ms Thương,25-99,Trách nhiệm hữu hạn
Lead Truyền Thông - Biên kịch,['Hà Nội'],21/11/2024,"Mỹ thuật / Nghệ thuật / Thiết kế , Truyền hình / Báo chí / Biên tập , Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,15 Tr - 20 Tr VND,Trên 2 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH ĐẦU TƯ VÀ TƯ VẤN EUREKA,"R4 Royal City 72 Nguyễn Trãi, Thanh Xuân, Hà Nội",Lâm Hoài,500-999,Trách nhiệm hữu hạn
Giám đốc Marketing - Brand DEXUS,['Hà Nội'],21/11/2024,"Bán hàng / Kinh doanh , Dịch vụ khách hàng , Dệt may / Da giày / Thời trang",Nhân viên chính thức,30 Tr - 40 Tr VND,3 - 5 Năm,Quản lý,20/12/2024,CÔNG TY TNHH DHARMA VIỆT NAM,"Số 2 Ngõ 15 Đường Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",HCNS,100-499,Trách nhiệm hữu hạn
Nhân Viên Chăm Sóc Khách Hàng,['Hà Nội'],21/11/2024,"Tiếp thị / Marketing , Tư vấn , Dịch vụ khách hàng",Nhân viên chính thức,8 Tr - 15 Tr VND,,Nhân viên,20/12/2024,CÔNG TY TNHH ĐẦU TƯ VÀ TƯ VẤN EUREKA,"R4 Royal City 72 Nguyễn Trãi, Thanh Xuân, Hà Nội",Lâm Hoài,500-999,Trách nhiệm hữu hạn
Nhân Viên Content Marketing - Hà Nội,['Hà Nội'],21/11/2024,"Dệt may / Da giày / Thời trang , Quảng cáo / Đối ngoại / Truyền Thông , Truyền hình / Báo chí / Biên tập",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH DHARMA VIỆT NAM,"Số 2 Ngõ 15 Đường Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",HCNS,100-499,Trách nhiệm hữu hạn
[A6] Nhân viên kiểm duyệt hổ sơ cho Nhà mạng Viettel,['Hà Nội'],21/11/2024,"Bưu chính viễn thông , CNTT - Phần mềm , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,20/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
[A1.1] CSKH VIETTEL LINE198 - KHÔNG YÊU CẦU KINH NGHIỆM/ CHẤP NHẬN TRÁI NGÀNH,['Hà Nội'],21/11/2024,"Bất động sản , Bưu chính viễn thông , Dịch vụ khách hàng",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,20/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
[A6] Tuyển dụng Nhân viên trực hotline cho Dự án Viettel 198 - Không sale,['Hà Nội'],21/11/2024,"Bán hàng / Kinh doanh , Hành chính / Thư ký , Tư vấn",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,20/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
[A1.1] NHÂN VIÊN KIỂM DUYỆT HỒ SƠ VIETTEL - KHÔNG YÊU CẦU KINH NGHIỆM,['Hà Nội'],21/11/2024,"Bán hàng / Kinh doanh , Bưu chính viễn thông , Hành chính / Thư ký",Nhân viên chính thức,7 Tr - 9 Tr VND,,Nhân viên,20/12/2024,BELLSYSTEM24-VIỆT NAM,"Số 3 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",Bộ Phận Tuyển Dụng Nhân Sự,1.000-4.999,100% vốn nước ngoài
Nhân Viên Mua Hàng,['Hà Nội'],21/11/2024,Thu mua / Vật tư,Nhân viên chính thức,10 Tr - 12 Tr VND,2 - 5 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH DHARMA VIỆT NAM,"Số 2 Ngõ 15 Đường Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",HCNS,100-499,Trách nhiệm hữu hạn
NHÂN VIÊN VĂN PHÒNG TIẾNG TRUNG,['Đồng Nai'],21/11/2024,"Hành chính / Thư ký , Biên phiên dịch",Nhân viên chính thức,8 Tr - 11 Tr VND,,Nhân viên,20/12/2024,CHI NHÁNH CÔNG TY CỔ PHẦN CÔNG NGHIỆP NHỰA PHÚ LÂM,"Lô 109, KCN Amata, Phường Long Bình, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",HR,,Cổ phần
Nhân Viên QC,['Hải Dương'],21/11/2024,Quản lý chất lượng (QA/QC),Nhân viên chính thức,9 Tr - 15 Tr VND,,Nhân viên,20/12/2024,TẬP ĐOÀN AN PHÁT HOLDINGS,"Tầng 15, Tòa nhà PV Oil, 148 Hoàng Quốc Việt, Cầu Giấy",Hoàng Đạt,5.000-9.999,Cổ phần
Sales Leader_SOYOUNG&HITR,['Hà Nội'],21/11/2024,"Tiếp thị / Marketing , Bán lẻ / Bán sỉ , Bán hàng / Kinh doanh",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 2 Năm,Trưởng nhóm / Giám sát,20/12/2024,CÔNG TY TNHH SYBSY LTD.,"81 Đồng Khởi, Bến Nghé, Quận 1 , TP. HCM và 155 Bà Triệu. Hai Bà Trưng, Hà Nội",SYBSY,100-499,Trách nhiệm hữu hạn
Nhân viên bán hàng thời trang,['Hà Nội'],21/11/2024,"Bán hàng / Kinh doanh , Bán lẻ / Bán sỉ , Dịch vụ khách hàng",Nhân viên chính thức,9 Tr - 12 Tr VND,1 - 2 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH DHARMA VIỆT NAM,"Số 2 Ngõ 15 Đường Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",HCNS,100-499,Trách nhiệm hữu hạn
DATA ENGINEER UPTO 40M,['Hà Nội'],21/11/2024,"Bán lẻ / Bán sỉ , CNTT - Phần mềm , CNTT - Phần cứng / Mạng",Nhân viên chính thức,20 Tr - 40 Tr VND,Trên 2 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH ĐẦU TƯ VÀ TƯ VẤN EUREKA,"R4 Royal City 72 Nguyễn Trãi, Thanh Xuân, Hà Nội",Lâm Hoài,500-999,Trách nhiệm hữu hạn
"Quản lý cửa hàng thời trang - Bà Triệu, Hà Nội",['Hà Nội'],21/11/2024,"Bán hàng / Kinh doanh , Bán lẻ / Bán sỉ , Dệt may / Da giày / Thời trang",Nhân viên chính thức,15 Tr - 20 Tr VND,1 - 2 Năm,Quản lý,20/12/2024,CÔNG TY TNHH DHARMA VIỆT NAM,"Số 2 Ngõ 15 Đường Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",HCNS,100-499,Trách nhiệm hữu hạn
[KCN Tân Kim - Long An] Chuyên viên Quản lý Chất lượng/ QA Executive,['Long An'],21/11/2024,"Ngành khác , Quản lý chất lượng (QA/QC) , Y tế / Chăm sóc sức khỏe",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH Y TẾ VIỆT TIẾN,"Số 35-37, đường số 65, phường Tân Phong, Quận 7",Võ Nhật Trường,100-499,Trách nhiệm hữu hạn
Quản lý cửa hàng - Bình Dương,['Bình Dương'],21/11/2024,"Bán hàng / Kinh doanh , Bán lẻ / Bán sỉ , Dệt may / Da giày / Thời trang",Nhân viên chính thức,15 Tr - 20 Tr VND,1 - 2 Năm,Quản lý,20/12/2024,CÔNG TY TNHH DHARMA VIỆT NAM,"Số 2 Ngõ 15 Đường Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",HCNS,100-499,Trách nhiệm hữu hạn
[KCN Tân Kim - Long An] Kế toán Tổng hợp,['Long An'],21/11/2024,"Ngành khác , Kế toán / Kiểm toán , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 1 Năm,Nhân viên,20/12/2024,CÔNG TY TNHH Y TẾ VIỆT TIẾN,"Số 35-37, đường số 65, phường Tân Phong, Quận 7",Võ Nhật Trường,100-499,Trách nhiệm hữu hạn
Nhân viên kinh doanh biết tiếng trung,['Đồng Nai'],21/11/2024,"Tiếp thị / Marketing , Bán hàng / Kinh doanh , Biên phiên dịch",Nhân viên chính thức,10 Tr - 15 Tr VND,,Nhân viên,20/12/2024,CHI NHÁNH CÔNG TY CỔ PHẦN CÔNG NGHIỆP NHỰA PHÚ LÂM,"Lô 109, KCN Amata, Phường Long Bình, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",HR,,Cổ phần
Assistant Project Manager (Long An),['Long An'],20/11/2024,Sản xuất / Vận hành sản xuất,Nhân viên chính thức,Cạnh tranh,5 - 10 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH UMBRA VIỆT NAM OPERATIONS,"Lô B23, đường số 3, Khu công nghiệp Tân Đô, Xã Đức Hòa Hạ, Huyện Đức Hoà, Long An",HR,25-99,Trách nhiệm hữu hạn
THỢ ĐIỆN (LONG AN),['Long An'],20/11/2024,"Điện / Điện tử / Điện lạnh , Sản xuất / Vận hành sản xuất",Nhân viên chính thức,Cạnh tranh,1 - 2 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH UMBRA VIỆT NAM OPERATIONS,"Lô B23, đường số 3, Khu công nghiệp Tân Đô, Xã Đức Hòa Hạ, Huyện Đức Hoà, Long An",HR,25-99,Trách nhiệm hữu hạn
"Giáo viên Tiếng Anh THCS, THPT, luyện thi, mất gốc",['Hà Nội'],20/11/2024,"Giáo dục / Đào tạo , Biên phiên dịch , Mới tốt nghiệp / Thực tập",Nhân viên chính thức,10 Tr - 20 Tr VND,,Nhân viên,19/12/2024,CÔNG TY CỔ PHẦN GIÁO DỤC TMC,"Thôn Hà Lâm 3, Xã Thụy Lâm, Huyện Đông Anh,Thành phố Hà Nội",Tuyển Dụng TMC,10-20,Cổ phần
Quản Lý & Đào Tạo Giáo Viên Tiếng Anh (Head Teacher),['Hà Nội'],20/11/2024,"Giáo dục / Đào tạo , Biên phiên dịch , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,13 Tr - 18 Tr VND,Trên 2 Năm,Trưởng nhóm / Giám sát,19/12/2024,CÔNG TY CỔ PHẦN GIÁO DỤC TMC,"Thôn Hà Lâm 3, Xã Thụy Lâm, Huyện Đông Anh,Thành phố Hà Nội",Tuyển Dụng TMC,10-20,Cổ phần
Chuyên gia Quản lý sản phẩm (P. Phát triển sản phẩm thị trường tài chính),['Hà Nội'],20/11/2024,"Ngân hàng , Tài chính / Đầu tư , Quản lý chất lượng (QA/QC)",Nhân viên chính thức,Cạnh tranh,5 - 7 Năm,Trưởng nhóm / Giám sát,19/12/2024,NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG - VPBANK,"89 Láng Hạ, Quận Đống Đa, Hà Nội",Khối Quản trị Nguồn nhân lực,10.000-19.999,Cổ phần
Nhân viên kinh doanh dự án/nhân viên kinh doanh nội địa,['Đồng Nai'],20/11/2024,"Bán hàng / Kinh doanh , Xuất nhập khẩu , Xây dựng",Nhân viên chính thức,10 Tr - 20 Tr VND,2 - 3 Năm,Nhân viên,19/12/2024,CÔNG TY TNHH CÔNG NGHIỆP BẢO SƠN,"Số 98 Xa Lộ Hà Nội, Phường Long Bình Tân, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",HR,25-99,Trách nhiệm hữu hạn
Giám Sát Công Trình,"['Hải Dương', 'Hải Phòng', 'Hà Nội']",20/11/2024,"Kiến trúc , Xây dựng , Mới tốt nghiệp / Thực tập",Nhân viên chính thức,11 Tr - 16 Tr VND,,Nhân viên,19/12/2024,CÔNG TY TNHH BÊ TÔNG VÀ XÂY DỰNG MINH ĐỨC,"Tòa Diamond Flower 48 Lê Văn Lương, Thanh Xuân, Hà Nội",P.HCNS,100-499,Trách nhiệm hữu hạn
GIÁM ĐỐC NGHIÊN CỨU PHÁT TRIỂN SẢN PHẨM,['Hà Nội'],20/11/2024,"Dược phẩm , Quản lý điều hành , Hóa học",Nhân viên chính thức,20 Tr - 25 Tr VND,5 - 6 Năm,Giám đốc,19/12/2024,CÔNG TY CP ĐẦU TƯ LIÊN DOANH VIỆT ANH,"Số 102, phố Trần Điền, Phường Định Công, Quận Hoàng Mai, Hà Nội",Anh Trương Anh Tuấn,100-499,Liên doanh
Giám đốc Kinh doanh ngoại tệ FX - RB - MSB - 3X009,['Hà Nội'],20/11/2024,"Bán hàng / Kinh doanh , Ngân hàng , Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 3 Năm,Quản lý,19/12/2024,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN HÀNG HẢI VIỆT NAM (MSB),"Tầng 26, ROX Tower, 54A Nguyễn Chí Thanh, Đống Đa, Hà Nội",Bộ phận Tuyển dụng MSB,5.000-9.999,Cổ phần
